"createdOn","cwltool_version","date_accessed","docker_version","entityId","env_cpus","env_disk","env_memory","environment","institution","modifiedOn","file_name","objectId","platform","reportEntityId","reportStatus","runner","runner_version","scopeId","status","submitterAlias","submitterId","team","teamId","user","userId","versionNumber","workflow","workflow_type","workflow_contributor","input_handle","suggested_cpus","suggested_disk","suggested_ram"
"1508441375278",,"09/29/2017","17.09.0-ce, build afdb6d4","syn11266928","8","250Gb","35Gb","Google Compute Engine","Institute for Systems Biology","1516687110114","123e4567-e89b-12d3-a456-426655440000.db","9646109","cwltool","syn11266939","VALIDATED","cwltool","1.0.20170217172322","9604596","VALIDATED",,"3361538","ISB-CGC",,"Madelyn Reyes","3361538","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1508505769251",,"2017-10-19","17.06.2-ce, build cec0b72","syn11272198","8","250Gb","35Mb","Google Compute Engine","Institute for Systems Biology","1516687111896","123e4567-e89b-12d3-a456-426655440000.db","9646311","cwltool","syn11272230","VALIDATED","cwltool","1.0.20170217172322","9604596","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Todd Pihl","3360543","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1508782815707",,"10/28/2017","1.12.6, build 78d1802","syn11288358","8","250Gb","30Gb","Google Compute Engine","Institute for Systems Biology","1516687113826","123e4567-e89b-12d3-a456-426655440000.db","9647057","cwltool","syn11288462","VALIDATED","cwltool","1.0.20170822192924","9604596","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Joe Slagel","3348267","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1510800218212",,"2017-11-15","17.09.0-ce, build afdb6d4","syn11449100","8","75Gb","54Gb","Google Compute Engine","xD Bio","1516687115651","123e4567-e89b-12d3-a456-426655440000.db","9653520","cwltool","syn11449604","VALIDATED","cwltool","1.0.20171107133715","9604596","VALIDATED",,"3340132","spinradical",,"spinradical","3340132","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1510921688941",,"2017-11-14","17.09.0-ce, build afdb6d4","syn11455390","4","50Gb","16Gb","EGI FedCloud","University of Khartoum, Sudan","1516687117557","123e4567-e89b-12d3-a456-426655440000.db","9653787","cwltool","syn11455395","VALIDATED","cwltool","1.0.20170217172322","9604596","VALIDATED","CBSB_pipelines","3362440","CBSB_pipelines","3362440","Azza Ahmed","3333939","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1511934507887",,"2017-11-29","17.03.1-ce, build c6d412e","syn11518625","8","50Gb","32Gb","EGI FedCloud","University of Khartoum","1516687119318","123e4567-e89b-12d3-a456-426655440000.db","9655281","rabix","syn11519050","VALIDATED","rabix","1.0.0","9604596","VALIDATED","CBSB_pipelines","3362440","CBSB_pipelines","3362440","Azza Ahmed","3333939","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1512173553755",,"2017-11-28","17.11.0","syn11541535","4","200Gb","15Gb","Google Compute Engine","Institute for Systems Biology","1516687121108","123e4567-e89b-12d3-a456-426655440000.db","9655739","ISB-CGC/dsub+cwltool","syn11541536","VALIDATED","cwltool","1.0.20171107133715","9604596","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Joe Slagel","3348267","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1512616574102",,"2017-12-08","17.09.0-ce","syn11581982","12","5Tb","62Gb","cluster","Digicon Corporation","1516687123010","123e4567-e89b-12d3-a456-426655440000.db","9656028","cwltool","syn11587187","VALIDATED","cwltool","1.0.20170217172322","9604596","VALIDATED","BioGenLink","3365734","BioGenLink","3365734","Ben Ernest","3365727","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1512619002364",,"2017-12-12","17.09.0-ce","syn11581982","1","5Tb","8Gb","BioGenLink","Digicon Corporation","1516687124760","123e4567-e89b-12d3-a456-426655440000.db","9656030","dockstore","syn11587188","VALIDATED","dockstore","1.0.20170217172322","9604596","VALIDATED","BioGenLink","3365734","BioGenLink","3365734","Ben Ernest","3365727","2","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1513769944165",,"2017-12-19","17.06.1-ce, build 874a737","syn11622420","8","2Tb","32Gb","local","LU","1516687126933","123e4567-e89b-12d3-a456-426655440000.db","9657472","cwltool","syn11622431","VALIDATED","cwltool","1.0.20170828135420","9604596","VALIDATED","Team_LU","3366675","Team_LU","3366675","Abhishek Niroula","3323506","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1514502967835","1.0.2017110733715","2017-11-15","1.12.6","syn11639014","8","2Tb","96Gb","OpenStack VM","Ontario Institute for Cancer Research","1516687128778","123e4567-e89b-12d3-a456-426655440000.db","9657902","JTracker","syn11639100","VALIDATED","JTracker","0.2.0a4","9604596","VALIDATED","PCAWG-Tech","3364856","PCAWG-Tech","3364856","Junjun Zhang","2223635","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1496844661343",,,"17.06.0-ce, build 02c1d87","syn9961930","8","400Gb","64Gb","local","Ontario Institute for Cancer Research","1516686928941","helloworld.txt","9615870","dockstore","syn11147224","VALIDATED","dockstore","1.2.5","9603665","VALIDATED","Dockstore_team_3_no_spaces","3357666","Dockstore Team","3357666","Denis Yuen","3334989","10","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1499857411190",,,"17.06.0-ce","syn10175890","4","200Gb","16Gb","local","Seven Bridges Genomics","1516686930741","helloworld.txt","9621852","rabix","syn11147228","VALIDATED","rabix","1.0.0","9603665","VALIDATED","SBG","3359497","SBG","3359497","Bogdan Gavrilovic","3357304","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1499905380671",,,"1.12.1, build 23cf638","syn10178763","31","1Tb","252Gb","UCSC podcloud VM","UCSC","1516686933612","helloworld.txt","9621938","cwltool","syn10208847","VALIDATED","cwltool","1.0.20170704143016","9603665","VALIDATED",,"3322142","Jeltje van Baren",,"Jeltje van Baren","3322142","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1499980847764",,,"17.06.0-ce, build 02c1d87","syn10182357","8","50Gb","32Gb","EC2","UCSC","1516686935631","helloworld.txt","9622066","cwltool","syn10208849","VALIDATED","cwltool","1.0.20170217172322","9603665","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","DailyDreaming","3359517","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1499981160856",,,"17.06.0-ce, build 02c1d87","syn10182360","8","50Gb","32Gb","EC2","UCSC","1516686937352","helloworld.txt","9622067","cwltool","syn10208852","VALIDATED","cwltool","1.0.20170217172322","9603665","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","DailyDreaming","3359517","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1500011697765",,,"1.12.6","syn10183147","4","250Gb","16Gb","local","UCSC","1516686939156","helloworld.txt","9622074","cwltool","syn10208856","VALIDATED","cwltool","1.0.20170217172322","9603665","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","Abraham Chavez","3359518","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1500503461104",,,"17.06.0-ce","syn10210187","32","200Gb","240Gb","EC2","UCSC","1516686940902","helloworld.txt","9622782","dockstore","syn10210367","VALIDATED","dockstore","1.2.3","9603665","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","Abraham Chavez","3359518","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1500564860384",,,"17.06.0-ce, build 02c1d87","syn9898337","4","300Gb","16Gb","local","Sage Bionetworks","1516686942748","helloworld.txt","9622802","cwltool","syn10212426","VALIDATED","cwltool","1.0.20170217172322","9603665","VALIDATED","SageWorkflowRunners","3357698","SageWorkflowRunners","3357698","James Eddy","2223305","4","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1500655263184",,,"17.06.0-ce, build 02c1d87","syn10220009","8","50Gb","32Gb","EC2","UCSC","1516686944490","helloworld.txt","9623072","Toil","syn10220050","VALIDATED","Toil","3.10.0a1","9603665","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","DailyDreaming","3359517","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1500656100205",,,"17.06.0-ce, build 02c1d87","syn10220044","8","50Gb","32Gb","EC2","UCSC","1516686946370","helloworld.txt","9623074","Toil","syn10220054","VALIDATED","Toil","3.10.0a1","9603665","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","DailyDreaming","3359517","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1500720200822",,,"17.06.0-ce","syn10221524","1","8Gb","1Gb","EC2","Johns Hopkins University","1516686948066","helloworld.txt","9623202","cwltool","syn10221526","VALIDATED","cwltool","1.0.20170217172322","9603665","VALIDATED","zji90","3359912","zji90","3359912","zhicheng ji","3327007","2","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1500967854103",,,"17.05.0-ce, build 89658be","syn10227400","40","2.4Tb","128Gb","local","Curacloud Corporation","1516686949881","helloworld.txt","9623660","cwltool","syn10227418","VALIDATED","cwltool","1.0.20170721160741","9603665","VALIDATED","BirdsEyeView","3359976","BirdsEyeView","3359976","Han Hu","3340426","4","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1501513424259",,,"1.12.6","syn10175890","8","700Gb","15Gb","EC2","Seven Bridges Genomics","1516686951678","helloworld.txt","9624612","SevenBridges","syn10245696","VALIDATED",,"latest","9603665","VALIDATED","SBG","3359497","SBG","3359497","Bogdan Gavrilovic","3357304","2","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1502837221447",,,"17.06.0-ce, build 02c1d87","syn10324725","8","50Gb","32Gb","EC2","UCSC","1516686953511","helloworld.txt","9627509","Toil","syn10324789","VALIDATED","Toil","3.10.0a1","9603665","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","DailyDreaming","3359517","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1503834901165",,"2017-08-27","1.7.1, build 786b29d","syn10478239","12","10Gb","72Gb","local","European Molecular Biology Laboratory, Heidelberg","1516686955280","helloworld.txt","9630783","cwltool","syn10478274","VALIDATED","cwltool","1.0.20170217172322","9603665","VALIDATED","EMBL GA4GH-DREAM Challenge Team","3361484","EMBL GA4GH-DREAM Challenge Team","3361484","Benjamin Story","3352048","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1504621701316",,"2017-09-05","17.06.0-ce, build 02c1d87","syn10609880","4","470Gb","32Gb","local","Ontario Institute for Cancer Research","1516686957105","helloworld.txt","9632471","dockstore","syn10609893","VALIDATED","dockstore","1.2.7","9603665","VALIDATED","Dockstore Team","3357666","Dockstore Team","3357666","Gary Luu","3351463","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1505192073123",,"2017-09-05","17.06.0-ce, build 02c1d87","syn10717935","48","368Tb","512Gb","local","Children's Mercy Kansas City","1516686958950","helloworld.txt","9634044","cwltool","syn10718049","VALIDATED","cwltool","1.0.20170817131858","9603665","VALIDATED","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Byunggil Yoo","3340080","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1505332003354",,,"17.06.0-ce, build 02c1d87","syn9961930","8","400Gb","64Gb","local","Ontario Institute for Cancer Research","1516686960778","helloworld.txt","9634727","dockstore","syn10766134","VALIDATED","dockstore","1.2.8","9603665","VALIDATED","Dockstore Team","3357666","Dockstore Team","3357666","Denis Yuen","3334989","11","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1505486037987",,"2017-09-15","17.06.0-ce, build 02c1d87","syn10717935","48","368Tb","512Gb","local","Children's Mercy Kansas City","1516686962615","helloworld.txt","9635414","cwltool","syn10807003","VALIDATED","cwltool","1.0.20170817131858","9603665","VALIDATED","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Jeff Johnston","3360391","2","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1505696681667",,"2017-09-18","1.12.6","syn10817512","64","230Gb","251Gb","local","CCHMC, Barski Lab","1516686964980","helloworld.txt","9635833","CWL-Airflow","syn10817631","VALIDATED",,"0.0.1","9603665","VALIDATED","BioWardrobe","3359658","BioWardrobe","3359658","Michael Kotliar","3352211","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1505756926493",,"2017-09-15","17.06.2-ce, build cec0b72","syn10828119","1","133Gb","8Gb","local","Children's Mercy Kansas City","1516686966687","helloworld.txt","9635966","cwltool","syn10830448","VALIDATED","cwltool","1.0.20170817131858","9603665","VALIDATED","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Jeff Johnston","3360391","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1505810864226",,"2017-09-14","1.12.6","syn10843283","8","140Gb","32Gb","local","ETH Zxfcrich, NEXUS Personalized Health Technologies","1516686968647","helloworld.txt","9636175","cwltool","syn10843378","VALIDATED","cwltool","1.0.20170828135420","9603665","VALIDATED",,"3360642","ETH Zurich NEXUS Workflow Handler",,"Vipin T Sreedharan","3360642","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1505923215520",,"2017-09-20","17.06.0-ce, build 02c1d87","syn10609880","4","470Gb","32Gb","local","Ontario Institute for Cancer Research","1516686970425","helloworld.txt","9636370","dockstore","syn10851031","VALIDATED","dockstore","1.2.10","9603665","VALIDATED","Dockstore Team","3357666","Dockstore Team","3357666","Gary Luu","3351463","2","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1506020079817",,"2017-07-19","17.06.0-ce, build 02c1d87","syn10879317","4","500Gb","16Gb","local","Children's Mercy Kansas City","1516686971376","helloworld.txt","9636719","cwltool","syn10879388","VALIDATED","cwltool","1.0.20170817131858","9603665","VALIDATED","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Jonathon Saunders","3362244","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1506058130563",,"2017-09-22","1.13.1, build 092cba3","syn10888028","24","7.5Tb","125Gb","stand alone server","University of Khartoum, Sudan","1516686973298","helloworld.txt","9636906","cwltool","syn10888042","VALIDATED","cwltool","1.0.20170217172322","9603665","VALIDATED","CBSB_pipelines","3362440","CBSB_pipelines","3362440","Azza Ahmed","3333939","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1506375840927",,,"1.12.6","syn10902863","4","200Gb","16Gb","Google Compute Engine","UCSC","1516686975464","helloworld.txt","9637538","cwltool","syn10903619","VALIDATED","cwltool","1.0.20170217172322","9603665","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","Abraham Chavez","3359518","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1506439376568",,"2017-09-26","17.06.2-ce","syn10907734","2","160Gb","64Gb","OpenStack VM","MGI WUSTL","1516686977309","helloworld.txt","9637640","cwltool","syn10908146","VALIDATED","cwltool","1.0.20170828135420","9603665","VALIDATED","MGI WUSTL","3361932","MGI WUSTL","3361932","Thomas Mooney","3361933","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1506447071667",,"2017-09-26","17.06.2-ce, build cec0b72","syn10908144","8","200Gb","16Gb","local","Galaxy Project","1516686979148","helloworld.txt","9637735","Galaxy via Planemo","syn10908268","VALIDATED","Planemo","0.46.1","9603665","VALIDATED","GalaxyProject","3362632","GalaxyProject","3362632","John Chilton","3322889","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1506608790583",,"2017-09-28","17.06.2-ce","syn10921220","2","160Gb","64Gb","OpenStack VM","MGI WUSTL","1516686981028","helloworld.txt","9638106","Toil","syn10921242","VALIDATED","Toil","3.11.0","9603665","VALIDATED","MGI WUSTL","3361932","MGI WUSTL","3361932","Thomas Mooney","3361933","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1507053435188",,"2017-09-28","1.12.6, build 78d1802","syn10997125","8","250Gb","30Gb","Google Compute Engine","Institute for Systems Biology","1516686982990","helloworld.txt","9640313","cwltool","syn10997192","VALIDATED","cwltool","1.0.20170822192924","9603665","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Joe Slagel","3348267","2","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1507681869261",,"2017-10-10","17.09.0-ce, build afdb6d4","syn11190102","2","125Gb","4Gb","local","UCSC","1516686984820","helloworld.txt","9643879","cwltool","syn11191480","VALIDATED","cwltool","1.0.20170217172322","9603665","VALIDATED",,"3363440","UCSC GA4GH-DREAM Challenge Team",,"Michael Krause","3363440","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1508443627687",,"09/27/2017","17.09.0-ce, build afdb6d4","syn11267195","8","250Gb","35Gb","Google Compute Engine","Institute for Systems Biology","1516686986547","helloworld.txt","9646112","cwltool","syn11267413","VALIDATED","cwltool","1.0.20170217172322","9603665","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Madelyn Reyes","3361538","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1512165967321",,"2017-11-28","17.11.0","syn11541031","2","200Gb","7.5Gb","Google Compute Engine","Institute for Systems Biology","1516686988448","helloworld.txt","9655734","ISB-CGC/dsub+cwltool","syn11541244","VALIDATED","cwltool","1.0.20171107133715","9603665","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Joe Slagel","3348267","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1512450650758",,"2017-12-05","17.09.0-ce","syn11565389","12","5Tb","62Gb","cluster","Digicon Corporation","1516686990351","helloworld.txt","9655812","cwltool","syn11565409","VALIDATED","cwltool","1.0.20170217172322","9603665","VALIDATED","BioGenLink","3365734","BioGenLink","3365734","Ben Ernest","3365727","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1512509689911",,"2017-09-13","17.05.0-ce, build 89658be","syn11568434","1","50Gb","3.5Gb","Azure","Veritas Genetics","1516686992125","helloworld.txt","9655864","Arvados","syn11570083","VALIDATED","arvados-cwl-runner,arvados-python-client,cwltool","0d06a2984420d9d48e16ccb6d85982b3dce05644~1.0.20171127193714,0.1.20171010180436,1.0.20171205195520","9603665","VALIDATED","Arvados Project","3366142","Arvados Project","3366142","Peter Amstutz","3334077","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1513097705573",,"2017-12-12","17.09.0-ce, build afdb6d4","syn11606012","12","5Tb","62Gb","Hadoop","Digicon Corporation","1516686994290","hello_world_bgl","9656947","BioGenLink","syn11606114","VALIDATED",,"1.0.20170217172322","9603665","VALIDATED",,"3365734","BioGenLink","3365734","Ben Ernest","3365727","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1513638764560",,"2017-12-18","17.11.0","syn11615765","2","200Gb","7.5Gb","Google Compute Engine","Institute for Systems Biology","1516686996366","helloworld.txt","9657238","ISB-CGC/dsub+rabix","syn11615800","VALIDATED","rabix","1.0.3","9603665","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Joe Slagel","3348267","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1513792711920",,"2017-12-18","17.09.0-ce","syn11617441","2","512Gb","16Gb","local","DNAnexus Inc.","1516686998271","helloworld.txt","9657473","cwltool","syn11622500","VALIDATED","cwltool","1.0.20171107133715","9603665","VALIDATED","DNAnexus","3366717","DNAnexus","3366717","Nihar Sheth","3366692","3","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1513892765143",,"2018-12-18","dx-docker","syn11633794","autoscale","autoscale","autoscale","DNAnexus","DNAnexus Inc.","1516687000138","helloworld.txt","9657791","DNAnexus-CWL","syn11634215","VALIDATED",,"alpha","9603665","VALIDATED","DNAnexus","3366717","DNAnexus","3366717","Nihar Sheth","3366692","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1514270313930",,"2017-12-12","17.09.0-ce","syn11606012","1","5Tb","8Gb","BioGenLink","Digicon Corporation","1516687002901","helloworld.txt","9657801","BioGenLink","syn11637360","VALIDATED",,"1.0.20170217172322","9603665","VALIDATED","BioGenLink","3365734","BioGenLink","3365734","Ben Ernest","3365727","3","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1514437338529","1.0.2017110733715","2017-12-27","1.12.6","syn11638612","8","2Tb","96Gb","OpenStack VM","Ontario Institute for Cancer Research","1516687003955","helloworld.txt","9657806","JTracker","syn11638655","VALIDATED","JTracker","0.2.0a4","9603665","VALIDATED","PCAWG-Tech","3364856","PCAWG-Tech","3364856","Junjun Zhang","2223635","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1514454893643",,"2017-12-12","17.09.0-ce","syn11638675","1","5Tb","8Gb","BioGenLink","Digicon Corporation","1516687005826","helloworld.txt","9657809","dockstore","syn11638676","VALIDATED","dockstore","1.0.20170217172322","9603665","VALIDATED","BioGenLink","3365734","BioGenLink","3365734","Ben Ernest","3365727","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1514564051194",,"2017-12-29","17.03.1-ce, build c6d412e","syn11639643","8","100Gb","32Gb","EGI FedCloud","University of Khartoum","1516687006750","helloworld.txt","9657905","dockstore","syn11639659","VALIDATED","dockstore","1.0.20170828135420","9603665","VALIDATED","CBSB_pipelines","3362440","CBSB_pipelines","3362440","Azza Ahmed","3333939","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1514597154420",,"2017-12-30","17.03.1-ce, build c6d412e","syn11639751","8","100Gb","32Gb","EGI FedCloud","University of Khartoum","1516687007645","helloworld.txt","9657914","cwl-tes","syn11639753","VALIDATED","cwl-tes,cwltool","0.2.0,1.0.20171107133715","9603665","VALIDATED","CBSB_pipelines","3362440","CBSB_pipelines","3362440","Faisal Mohamed Fadlelmola","3344114","1","hello_world","CWL","James Eddy","hello input","1","512Kb","1Gb"
"1504636498320",,"2017-08-23","17.06.0-ce, build 02c1d87","syn10611075","8","elastic","61Gb","EC2","Sage Bionetworks","1516687246957","9606345_SageWorkflowRunners_1504636485.zip","9632567","cwltool","syn10611857","VALIDATED","cwltool","1.0.20170217172322","9606345","VALIDATED","SageWorkflowRunners","3357698","SageWorkflowRunners","3357698","James Eddy","2223305","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1504650532192",,"2017-08-23","17.06.0-ce, build 02c1d87","syn10612869","8","50Gb","16Gb","EC2","UCSC","1516687248680","9606345_UCSCGA4GH-DREAMChallengeTeam_1504650505.zip","9632581","cwltool","syn10612898","VALIDATED","cwltool","1.0.20170217172322","9606345","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","DailyDreaming","3359517","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1504655836640",,"2017-08-23","1.12.6","syn10613985","32","200Gb","240Gb","EC2","UCSC","1516687250515","9606345_UCSCGA4GH-DREAMChallengeTeam_1504655813.zip","9632621","cwltool","syn10613997","VALIDATED","cwltool","1.0.20170217172322","9606345","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","Abraham Chavez","3359518","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1504719352783",,"2017-08-23","1.12.6","syn10622129","32","200Gb","240Gb","EC2","UCSC","1516687252315","9606345_UCSCGA4GH-DREAMChallengeTeam_1504719330.zip","9632776","dockstore","syn10622443","VALIDATED","dockstore","1.2.5","9606345","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","Abraham Chavez","3359518","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1504727125384",,"2017-08-23","17.06.0-ce, build 02c1d87","syn10624383","4","470Gb","32Gb","local","Ontario Institute for Cancer Research","1516687254313","9606345_DockstoreTeam_1504727110.zip","9632817","dockstore","syn10624529","VALIDATED","dockstore","1.2.7","9606345","VALIDATED","Dockstore Team","3357666","Dockstore Team","3357666","Gary Luu","3351463","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1505224318293",,"2017-09-12","1.7.1, build 786b29d","syn10723344","12","1Tb","72Gb","local","European Molecular Biology Laboratory, Heidelberg","1516687256167","9606345_EMBLGA4GH-DREAMChallengeTeam_1505224285.zip","9634093","cwltool","syn10723571","VALIDATED","cwltool","1.0.20170413194156","9606345","VALIDATED","EMBL GA4GH-DREAM Challenge Team","3361484","EMBL GA4GH-DREAM Challenge Team","3361484","Benjamin Story","3352048","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1505917805275",,"2017-09-20","1.12.6","syn10850679","8","140Gb","32Gb","local","ETH Zxfcrich, NEXUS Personalized Health Technologies","1516687257957","9606345__1505917779.zip","9636362","cwltool","syn10850682","VALIDATED","cwltool","1.0.20170828135420","9606345","VALIDATED",,"3360642","ETH Zurich NEXUS Workflow Handler",,"Vipin T Sreedharan","3360642","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1505939465041",,,"17.06.0-ce, build 02c1d87","syn10852874","8","400Gb","64Gb","local","Ontario Institute for Cancer Research","1516687259654","9606345_DockstoreTeam_1505939441.zip","9636471","dockstore","syn10852957","VALIDATED","dockstore","1.2.10","9606345","VALIDATED","Dockstore Team","3357666","Dockstore Team","3357666","Denis Yuen","3334989","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1506070440263",,"2017-09-22","1.13.1, build 092cba3","syn10889022","24","7.5Tb","125Gb","stand alone server","University of Khartoum, Sudan","1516687261770","9606345_CBSB_pipelines_1506070387.zip","9636926","cwltool","syn10889282","VALIDATED","cwltool","1.0.20170217172322","9606345","VALIDATED","CBSB_pipelines","3362440","CBSB_pipelines","3362440","Azza Ahmed","3333939","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
"1506356999095",,"2017-09-25","1.12.6, build c4618fb","syn10901357","8","140Gb","32Gb","local","ETH Zxfcrich, NEXUS Personalized Health Technologies","1516687264568","9606345__1506356970.zip","9637442","Toil","syn10901358","VALIDATED","cwltoil","3.11.0","9606345","VALIDATED",,"3360642","ETH Zurich NEXUS Workflow Handler",,"Vipin T Sreedharan","3360642","1","knoweng_gene_prioritization","CWL","Milt Epstein","knoweng_gene_prioritization","4","4Gb","4Gb"
